year,month,date,day_of_week,count
2001,Jan,19,Fri,928752
2001,Jan,20,Sat,890276
2001,Jan,21,Sun,591177
2001,Jan,22,Mon,513513
2001,Jan,23,Tue,262993
2001,Jan,24,Wed,627126
2001,Jan,25,Thu,445868
2001,Jan,26,Fri,585702
2001,Jan,27,Sat,788762
2001,Jan,28,Sun,595835
2001,Jan,29,Mon,884600
2001,Jan,30,Tue,939876
2001,Jan,31,Wed,957762
2001,Feb,1,Thu,926730
2001,Feb,2,Fri,950161
2001,Feb,3,Sat,965307
2001,Feb,4,Sun,913058
2001,Feb,5,Mon,987067
2001,Feb,6,Tue,1066575
2001,Feb,7,Wed,1071783
2001,Feb,8,Thu,989197
2001,Feb,9,Fri,1076651
2001,Feb,10,Sat,1091708
2001,Feb,11,Sun,999016
2001,Feb,12,Mon,945011
2001,Feb,13,Tue,986398
2001,Feb,14,Wed,1031555
2001,Feb,15,Thu,982980
2001,Feb,16,Fri,1011021
2001,Feb,17,Sat,985102
2001,Feb,18,Sun,834452
2001,Feb,19,Mon,905212
2001,Feb,20,Tue,887942
2001,Feb,21,Wed,888673
2001,Feb,22,Thu,877569
2001,Feb,23,Fri,968784
2001,Feb,24,Sat,918585
2001,Feb,25,Sun,759438
2001,Feb,26,Mon,889325
2001,Feb,27,Tue,929648
2001,Feb,28,Wed,835075
2001,Mar,1,Thu,894404
2001,Mar,2,Fri,952875
2001,Mar,3,Sat,887926
2001,Mar,4,Sun,825701
2001,Mar,5,Mon,887209
2001,Mar,6,Tue,888856
2001,Mar,7,Wed,888810
2001,Mar,8,Thu,908874
2001,Mar,9,Fri,994200
2001,Mar,10,Sat,977957
2001,Mar,11,Sun,706105
2001,Mar,12,Mon,899038
2001,Mar,13,Tue,903166
2001,Mar,14,Wed,909393
2001,Mar,15,Thu,908478
2001,Mar,16,Fri,973718
2001,Mar,17,Sat,927634
2001,Mar,18,Sun,762757
2001,Mar,19,Mon,880683
2001,Mar,20,Tue,880721
2001,Mar,21,Wed,896430
2001,Mar,22,Thu,897040
2001,Mar,23,Fri,962742
2001,Mar,24,Sat,886080
2001,Mar,25,Sun,656230
2001,Mar,26,Mon,870226
2001,Mar,27,Tue,925368
2001,Mar,28,Wed,912019
2001,Mar,29,Thu,912915
2001,Mar,30,Fri,1000736
2001,Mar,31,Sat,908700
2001,Apr,1,Sun,824826
2001,Apr,2,Mon,967331
2001,Apr,3,Tue,923287
2001,Apr,4,Wed,940085
2001,Apr,5,Thu,660470
2001,Apr,6,Fri,989647
2001,Apr,7,Sat,853032
2001,Apr,8,Sun,647790
2001,Apr,9,Mon,883084
2001,Apr,10,Tue,878777
2001,Apr,11,Wed,885316
2001,Apr,12,Thu,890538
2001,Apr,13,Fri,959417
2001,Apr,14,Sat,905732
2001,Apr,15,Sun,785297
2001,Apr,16,Mon,866203
2001,Apr,17,Tue,861046
2001,Apr,18,Wed,880338
2001,Apr,19,Thu,868849
2001,Apr,20,Fri,967116
2001,Apr,21,Sat,864439
2001,Apr,22,Sun,721036
2001,Apr,23,Mon,865628
2001,Apr,24,Tue,875172
2001,Apr,25,Wed,898085
2001,Apr,26,Thu,894273
2001,Apr,27,Fri,989410
2001,Apr,28,Sat,954004
2001,Apr,29,Sun,785668
2001,Apr,30,Mon,879200
2001,May,1,Tue,798191
2001,May,2,Wed,882931
2001,May,3,Thu,868218
2001,May,4,Fri,956165
2001,May,5,Sat,896848
2001,May,6,Sun,753343
2001,May,7,Mon,869256
2001,May,8,Tue,862920
2001,May,9,Wed,886216
2001,May,10,Thu,915304
2001,May,11,Fri,1002495
2001,May,12,Sat,861125
2001,May,13,Sun,717010
2001,May,14,Mon,871281
2001,May,15,Tue,884316
2001,May,16,Wed,914566
2001,May,17,Thu,880276
2001,May,18,Fri,966707
2001,May,19,Sat,914794
2001,May,20,Sun,720911
2001,May,21,Mon,862436
2001,May,22,Tue,840631
2001,May,23,Wed,888997
2001,May,24,Thu,874908
2001,May,25,Fri,968618
2001,May,26,Sat,941193
2001,May,27,Sun,759447
2001,May,28,Mon,878650
2001,May,29,Tue,879379
2001,May,30,Wed,879817
2001,May,31,Thu,872755
2001,Jun,1,Thu,954999
2001,Jun,2,Fri,881112
2001,Jun,3,Sat,741786
2001,Jun,4,Sun,870137
2001,Jun,5,Mon,879296
2001,Jun,6,Tue,899136
2001,Jun,7,Wed,891733
2001,Jun,8,Thu,978321
2001,Jun,9,Fri,898317
2001,Jun,10,Sat,750052
2001,Jun,11,Sun,893509
2001,Jun,12,Mon,885349
2001,Jun,13,Tue,893249
2001,Jun,14,Wed,808661
2001,Jun,15,Thu,962328
2001,Jun,16,Fri,841426
2001,Jun,17,Sat,699927
2001,Jun,18,Sun,893060
2001,Jun,19,Mon,914257
2001,Jun,20,Tue,923017
2001,Jun,21,Wed,899774
2001,Jun,22,Thu,979154
2001,Jun,23,Fri,720769
2001,Jun,24,Sat,677380
2001,Jun,25,Sun,565309
2001,Jun,26,Mon,901768
2001,Jun,27,Tue,881907
2001,Jun,28,Wed,923900
2001,Jun,29,Thu,1002365
2001,Jun,30,Fri,884548
2001,Jul,1,Sun,755149
2001,Jul,2,Mon,943043
2001,Jul,3,Tue,943468
2001,Jul,4,Wed,838219
2001,Jul,5,Thu,880482
2001,Jul,6,Fri,1016995
2001,Jul,7,Sat,923359
2001,Jul,8,Sun,807080
2001,Jul,9,Mon,965290
2001,Jul,10,Tue,966637
2001,Jul,11,Wed,965196
2001,Jul,12,Thu,934770
2001,Jul,13,Fri,965375
2001,Jul,14,Sat,864781
2001,Jul,15,Sun,729616
2001,Jul,16,Mon,926942
2001,Jul,17,Tue,923835
2001,Jul,18,Wed,949377
2001,Jul,19,Thu,944126
2001,Jul,20,Fri,991552
2001,Jul,21,Sat,885336
2001,Jul,22,Sun,785122
2001,Jul,23,Mon,960395
2001,Jul,24,Tue,946183
2001,Jul,25,Wed,949023
2001,Jul,26,Thu,947433
2001,Jul,27,Fri,980937
2001,Jul,28,Sat,905004
2001,Jul,29,Sun,696963
2001,Jul,30,Mon,340013
2001,Jul,31,Tue,940773
2001,Aug,1,Wed,939504
2001,Aug,2,Thu,965422
2001,Aug,3,Fri,1001542
2001,Aug,4,Sat,886939
2001,Aug,5,Sun,782221
2001,Aug,6,Mon,941469
2001,Aug,7,Tue,947882
2001,Aug,8,Wed,950129
2001,Aug,9,Thu,951084
2001,Aug,10,Fri,1014765
2001,Aug,11,Sat,934156
2001,Aug,12,Sun,792401
2001,Aug,13,Mon,952877
2001,Aug,14,Tue,977682
2001,Aug,15,Wed,977110
2001,Aug,16,Thu,943774
2001,Aug,17,Fri,1002625
2001,Aug,18,Sat,917197
2001,Aug,19,Sun,753244
2001,Aug,20,Mon,930135
2001,Aug,21,Tue,969385
2001,Aug,22,Wed,979483
2001,Aug,23,Thu,980968
2001,Aug,24,Fri,1026126
2001,Aug,25,Sat,985180
2001,Aug,26,Sun,772598
2001,Aug,27,Mon,919566
2001,Aug,28,Tue,929748
2001,Aug,29,Wed,903720
2001,Aug,30,Thu,907771
2001,Aug,31,Fri,941634
2001,Sep,1,Sat,728100
2001,Sep,2,Sun,559042
2001,Sep,3,Mon,892584
2001,Sep,4,Tue,909521
2001,Sep,5,Wed,901949
2001,Sep,6,Thu,911475
2001,Sep,7,Fri,992236
2001,Sep,8,Sat,927827
2001,Sep,9,Sun,739740
2001,Sep,10,Mon,919961
2001,Sep,11,Tue,932915
2001,Sep,12,Wed,915495
2001,Sep,13,Thu,923040
2001,Sep,14,Fri,998153
2001,Sep,15,Sat,835698
2001,Sep,16,Sun,276400
2001,Sep,17,Mon,14116
2001,Sep,18,Tue,22262
2001,Sep,19,Wed,207156
2001,Sep,20,Thu,248800
2001,Sep,21,Fri,276512
2001,Sep,22,Sat,187023
2001,Sep,23,Sun,133312
2001,Sep,24,Mon,292714
2001,Sep,25,Tue,291214
2001,Sep,26,Wed,283308
2001,Sep,27,Thu,292655
2001,Sep,28,Fri,318077
2001,Sep,29,Sat,184067
2001,Sep,30,Sun,160657
2001,Oct,1,Sun,192449
2001,Oct,2,Mon,432576
2001,Oct,3,Tue,444524
2001,Oct,4,Wed,451948
2001,Oct,5,Thu,481544
2001,Oct,6,Fri,382195
2001,Oct,7,Sat,334670
2001,Oct,8,Sun,471285
2001,Oct,9,Mon,496030
2001,Oct,10,Tue,398123
2001,Oct,11,Wed,481647
2001,Oct,12,Thu,527443
2001,Oct,13,Fri,420348
2001,Oct,14,Sat,365444
2001,Oct,15,Sun,490760
2001,Oct,16,Mon,458111
2001,Oct,17,Tue,529808
2001,Oct,18,Wed,531530
2001,Oct,19,Thu,587249
2001,Oct,20,Fri,530664
2001,Oct,21,Sat,448782
2001,Oct,22,Sun,535808
2001,Oct,23,Mon,545741
2001,Oct,24,Tue,546156
2001,Oct,25,Wed,543473
2001,Oct,26,Thu,603255
2001,Oct,27,Fri,597106
2001,Oct,28,Sat,507668
2001,Oct,29,Sun,581930
2001,Oct,30,Mon,595036
2001,Oct,31,Tue,597472
2001,Nov,1,Thu,585307
2001,Nov,2,Fri,649163
2001,Nov,3,Sat,581742
2001,Nov,4,Sun,505570
2001,Nov,5,Mon,594422
2001,Nov,6,Tue,605451
2001,Nov,7,Wed,605616
2001,Nov,8,Thu,612257
2001,Nov,9,Fri,683952
2001,Nov,10,Sat,610780
2001,Nov,11,Sun,524331
2001,Nov,12,Mon,617021
2001,Nov,13,Tue,612467
2001,Nov,14,Wed,595286
2001,Nov,15,Thu,617449
2001,Nov,16,Fri,673988
2001,Nov,17,Sat,613359
2001,Nov,18,Sun,529857
2001,Nov,19,Mon,631036
2001,Nov,20,Tue,630608
2001,Nov,21,Wed,634404
2001,Nov,22,Thu,635861
2001,Nov,23,Fri,688780
2001,Nov,24,Sat,645342
2001,Nov,25,Sun,536934
2001,Nov,26,Mon,621866
2001,Nov,27,Tue,652758
2001,Nov,28,Wed,655668
2001,Nov,29,Thu,692137
2001,Nov,30,Fri,803670
2001,Dec,1,Sat,645707
2001,Dec,2,Sun,604016
2001,Dec,3,Mon,677050
2001,Dec,4,Tue,687613
2001,Dec,5,Wed,708680
2001,Dec,6,Thu,714955
2001,Dec,7,Fri,781592
2001,Dec,8,Sat,836073
2001,Dec,9,Sun,702337
2001,Dec,10,Mon,749830
2001,Dec,11,Tue,766068
2001,Dec,12,Wed,781426
2001,Dec,13,Thu,772506
2001,Dec,14,Fri,874636
2001,Dec,15,Sat,867352
2001,Dec,16,Sun,770719
2001,Dec,17,Mon,828910
2001,Dec,18,Tue,839242
2001,Dec,19,Wed,861633
2001,Dec,20,Thu,859441
2001,Dec,21,Fri,931550
2001,Dec,22,Sat,857054
2001,Dec,23,Sun,732488
2001,Dec,24,Mon,973774
2001,Dec,25,Tue,877594
2001,Dec,26,Wed,853684
2001,Dec,27,Thu,861364
2001,Dec,28,Fri,954940
2001,Dec,29,Sat,852240
2001,Dec,30,Sun,742600
2001,Dec,31,Mon,1330968
2002,Jan,1,Tue,760011
2002,Jan,2,Wed,844476
2002,Jan,3,Thu,844985
2002,Jan,4,Fri,924389
2002,Jan,5,Sat,789061
2002,Jan,6,Sun,662774
2002,Jan,7,Mon,832814
2002,Jan,8,Tue,827411
2002,Jan,9,Wed,832043
2002,Jan,10,Thu,810898
2002,Jan,11,Fri,929766
2002,Jan,12,Sat,752439
2002,Jan,13,Sun,644048
2002,Jan,14,Mon,809250
2002,Jan,15,Tue,805773
2002,Jan,16,Wed,819527
2002,Jan,17,Thu,828022
2002,Jan,18,Fri,959669
2002,Jan,19,Sat,850265
2002,Jan,20,Sun,678920
2002,Jan,21,Mon,875931
2002,Jan,22,Tue,876228
2002,Jan,23,Wed,885494
2002,Jan,24,Thu,871553
2002,Jan,25,Fri,934604
2002,Jan,26,Sat,792821
2002,Jan,27,Sun,639639
2002,Jan,28,Mon,868577
2002,Jan,29,Tue,861925
2002,Jan,30,Wed,885467
2002,Jan,31,Thu,904622
2002,Feb,1,Fri,945863
2002,Feb,2,Sat,854865
2002,Feb,3,Sun,753639
2002,Feb,4,Mon,913004
2002,Feb,5,Tue,928248
2002,Feb,6,Wed,959934
2002,Feb,7,Thu,928916
2002,Feb,8,Fri,907881
2002,Feb,9,Sat,666444
2002,Feb,10,Sun,476687
2002,Feb,11,Mon,276105
2002,Feb,12,Tue,648987
2002,Feb,13,Wed,657755
2002,Feb,14,Thu,840226
2002,Feb,15,Fri,821036
2002,Feb,16,Sat,820891
2002,Feb,17,Sun,736437
2002,Feb,18,Mon,891909
2002,Feb,19,Tue,870553
2002,Feb,20,Wed,904532
2002,Feb,21,Thu,901023
2002,Feb,22,Fri,973264
2002,Feb,23,Sat,963114
2002,Feb,24,Sun,836556
2002,Feb,25,Mon,907994
2002,Feb,26,Tue,1005650
2002,Feb,27,Wed,1087420
2002,Feb,28,Thu,994321
2002,Mar,1,Fri,1013855
2002,Mar,2,Sat,1029233
2002,Mar,3,Sun,829184
2002,Mar,4,Mon,876755
2002,Mar,5,Tue,884208
2002,Mar,6,Wed,887791
2002,Mar,7,Thu,890771
2002,Mar,8,Fri,961345
2002,Mar,9,Sat,959782
2002,Mar,10,Sun,803295
2002,Mar,11,Mon,878014
2002,Mar,12,Tue,884664
2002,Mar,13,Wed,886130
2002,Mar,14,Thu,877731
2002,Mar,15,Fri,964638
2002,Mar,16,Sat,862495
2002,Mar,17,Sun,711313
2002,Mar,18,Mon,865479
2002,Mar,19,Tue,877131
2002,Mar,20,Wed,895608
2002,Mar,21,Thu,884096
2002,Mar,22,Fri,954190
2002,Mar,23,Sat,873780
2002,Mar,24,Sun,674337
2002,Mar,25,Mon,869778
2002,Mar,26,Tue,892621
2002,Mar,27,Wed,898701
2002,Mar,28,Thu,897826
2002,Mar,29,Fri,979379
2002,Mar,30,Sat,828052
2002,Mar,31,Sun,526645
2002,Apr,1,Mon,855515
2002,Apr,2,Tue,873132
2002,Apr,3,Wed,883437
2002,Apr,4,Thu,926928
2002,Apr,5,Fri,657879
2002,Apr,6,Sat,828784
2002,Apr,7,Sun,709560
2002,Apr,8,Mon,853219
2002,Apr,9,Tue,854027
2002,Apr,10,Wed,869878
2002,Apr,11,Thu,863278
2002,Apr,12,Fri,965239
2002,Apr,13,Sat,916702
2002,Apr,14,Sun,757304
2002,Apr,15,Mon,850681
2002,Apr,16,Tue,862081
2002,Apr,17,Wed,868251
2002,Apr,18,Thu,867960
2002,Apr,19,Fri,955400
2002,Apr,20,Sat,900518
2002,Apr,21,Sun,760115
2002,Apr,22,Mon,848204
2002,Apr,23,Tue,870522
2002,Apr,24,Wed,873110
2002,Apr,25,Thu,873726
2002,Apr,26,Fri,962712
2002,Apr,27,Sat,901358
2002,Apr,28,Sun,800989
2002,Apr,29,Mon,879307
2002,Apr,30,Tue,878815
2002,May,1,Wed,820695
2002,May,2,Thu,874962
2002,May,3,Fri,959196
2002,May,4,Sat,862380
2002,May,5,Sun,734253
2002,May,6,Mon,873146
2002,May,7,Tue,878624
2002,May,8,Wed,891182
2002,May,9,Thu,911311
2002,May,10,Fri,1008369
2002,May,11,Sat,839602
2002,May,12,Sun,709786
2002,May,13,Mon,877222
2002,May,14,Tue,882595
2002,May,15,Wed,828017
2002,May,16,Thu,880776
2002,May,17,Fri,969093
2002,May,18,Sat,955641
2002,May,19,Sun,776732
2002,May,20,Mon,877001
2002,May,21,Tue,876780
2002,May,22,Wed,896399
2002,May,23,Thu,871462
2002,May,24,Fri,955032
2002,May,25,Sat,874699
2002,May,26,Sun,731858
2002,May,27,Mon,858900
2002,May,28,Tue,865898
2002,May,29,Wed,879800
2002,May,30,Thu,869654
2002,May,31,Fri,928888
2002,Jun,1,Sat,897175
2002,Jun,2,Sun,734002
2002,Jun,3,Mon,868514
2002,Jun,4,Tue,860933
2002,Jun,5,Wed,894159
2002,Jun,6,Thu,898624
2002,Jun,7,Fri,973356
2002,Jun,8,Sat,881190
2002,Jun,9,Sun,705717
2002,Jun,10,Mon,867968
2002,Jun,11,Tue,874325
2002,Jun,12,Wed,892612
2002,Jun,13,Thu,886128
2002,Jun,14,Fri,958250
2002,Jun,15,Sat,658699
2002,Jun,16,Sun,653419
2002,Jun,17,Mon,859023
2002,Jun,18,Tue,897097
2002,Jun,19,Wed,885407
2002,Jun,20,Thu,888526
2002,Jun,21,Fri,953958
2002,Jun,22,Sat,791278
2002,Jun,23,Sun,672726
2002,Jun,24,Mon,884772
2002,Jun,25,Tue,856645
2002,Jun,26,Wed,890225
2002,Jun,27,Thu,882403
2002,Jun,28,Fri,1002098
2002,Jun,29,Sat,848159
2002,Jun,30,Sun,715921
2002,Jul,1,Mon,901498
2002,Jul,2,Tue,920687
2002,Jul,3,Wed,861723
2002,Jul,4,Thu,870220
2002,Jul,5,Fri,990086
2002,Jul,6,Sat,826339
2002,Jul,7,Sun,731201
2002,Jul,8,Mon,915231
2002,Jul,9,Tue,884743
2002,Jul,10,Wed,841675
2002,Jul,11,Thu,957832
2002,Jul,12,Fri,1014340
2002,Jul,13,Sat,902953
2002,Jul,14,Sun,752487
2002,Jul,15,Mon,936939
2002,Jul,16,Tue,953801
2002,Jul,17,Wed,971335
2002,Jul,18,Thu,933347
2002,Jul,19,Fri,978013
2002,Jul,20,Sat,874117
2002,Jul,21,Sun,765936
2002,Jul,22,Mon,916113
2002,Jul,23,Tue,925144
2002,Jul,24,Wed,930852
2002,Jul,25,Thu,932393
2002,Jul,26,Fri,992661
2002,Jul,27,Sat,886445
2002,Jul,28,Sun,769699
2002,Jul,29,Mon,900771
2002,Jul,30,Tue,924338
2002,Jul,31,Wed,927473
2002,Aug,1,Thu,927795
2002,Aug,2,Fri,988665
2002,Aug,3,Sat,886442
2002,Aug,4,Sun,740521
2002,Aug,5,Mon,934821
2002,Aug,6,Tue,931442
2002,Aug,7,Wed,978663
2002,Aug,8,Thu,911449
2002,Aug,9,Fri,984618
2002,Aug,10,Sat,916813
2002,Aug,11,Sun,812720
2002,Aug,12,Mon,937812
2002,Aug,13,Tue,943716
2002,Aug,14,Wed,964603
2002,Aug,15,Thu,1014018
2002,Aug,16,Fri,994539
2002,Aug,17,Sat,900636
2002,Aug,18,Sun,783756
2002,Aug,19,Mon,918593
2002,Aug,20,Tue,944501
2002,Aug,21,Wed,961118
2002,Aug,22,Thu,940336
2002,Aug,23,Fri,920872
2002,Aug,24,Sat,870160
2002,Aug,25,Sun,745187
2002,Aug,26,Mon,918839
2002,Aug,27,Tue,935188
2002,Aug,28,Wed,936153
2002,Aug,29,Thu,916080
2002,Aug,30,Fri,960348
2002,Aug,31,Sat,832587
2002,Sep,1,Sun,666947
2002,Sep,2,Mon,880739
2002,Sep,3,Tue,905821
2002,Sep,4,Wed,886145
2002,Sep,5,Thu,835901
2002,Sep,6,Fri,238223
2002,Sep,7,Sat,490089
2002,Sep,8,Sun,752481
2002,Sep,9,Mon,933688
2002,Sep,10,Tue,943751
2002,Sep,11,Wed,944604
2002,Sep,12,Thu,930663
2002,Sep,13,Fri,1002128
2002,Sep,14,Sat,938533
2002,Sep,15,Sun,775818
2002,Sep,16,Mon,920819
2002,Sep,17,Tue,941848
2002,Sep,18,Wed,956986
2002,Sep,19,Thu,954982
2002,Sep,20,Fri,1028470
2002,Sep,21,Sat,634181
2002,Sep,22,Sun,703605
2002,Sep,23,Mon,929101
2002,Sep,24,Tue,934245
2002,Sep,25,Wed,932396
2002,Sep,26,Thu,948050
2002,Sep,27,Fri,1021470
2002,Sep,28,Sat,1004378
2002,Sep,29,Sun,779802
2002,Sep,30,Mon,931251
2002,Oct,1,Tue,925547
2002,Oct,2,Wed,934574
2002,Oct,3,Thu,930592
2002,Oct,4,Fri,1022734
2002,Oct,5,Sat,926706
2002,Oct,6,Sun,729726
2002,Oct,7,Mon,916609
2002,Oct,8,Tue,945378
2002,Oct,9,Wed,1002531
2002,Oct,10,Thu,870721
2002,Oct,11,Fri,1024336
2002,Oct,12,Sat,911283
2002,Oct,13,Sun,736362
2002,Oct,14,Mon,899810
2002,Oct,15,Tue,926365
2002,Oct,16,Wed,942737
2002,Oct,17,Thu,925827
2002,Oct,18,Fri,1020576
2002,Oct,19,Sat,950292
2002,Oct,20,Sun,813058
2002,Oct,21,Mon,934259
2002,Oct,22,Tue,933385
2002,Oct,23,Wed,939393
2002,Oct,24,Thu,947203
2002,Oct,25,Fri,1048619
2002,Oct,26,Sat,997847
2002,Oct,27,Sun,813769
2002,Oct,28,Mon,929591
2002,Oct,29,Tue,936115
2002,Oct,30,Wed,915744
2002,Oct,31,Thu,932633
2002,Nov,1,Fri,1027518
2002,Nov,2,Sat,965706
2002,Nov,3,Sun,794701
2002,Nov,4,Mon,931343
2002,Nov,5,Tue,924194
2002,Nov,6,Wed,946799
2002,Nov,7,Thu,974777
2002,Nov,8,Fri,1069847
2002,Nov,9,Sat,1019811
2002,Nov,10,Sun,903115
2002,Nov,11,Mon,974672
2002,Nov,12,Tue,979806
2002,Nov,13,Wed,958144
2002,Nov,14,Thu,954327
2002,Nov,15,Fri,1049495
2002,Nov,16,Sat,939584
2002,Nov,17,Sun,812055
2002,Nov,18,Mon,960809
2002,Nov,19,Tue,948370
2002,Nov,20,Wed,957197
2002,Nov,21,Thu,923647
2002,Nov,22,Fri,1060714
2002,Nov,23,Sat,998624
2002,Nov,24,Sun,798252
2002,Nov,25,Mon,945057
2002,Nov,26,Tue,948685
2002,Nov,27,Wed,949150
2002,Nov,28,Thu,954251
2002,Nov,29,Fri,1067860
2002,Nov,30,Sat,986373
2002,90/10/31,, 三 ,597472
2002,Dec,1,Sun,877502
2002,Dec,2,Mon,936456
2002,Dec,3,Tue,941339
2002,Dec,4,Wed,958254
2002,Dec,5,Thu,963820
2002,Dec,6,Fri,1116871
2002,Dec,7,Sat,995539
2002,Dec,8,Sun,839694
2002,Dec,9,Mon,932747
2002,Dec,10,Tue,988323
2002,Dec,11,Wed,1023877
2002,Dec,12,Thu,1020289
2002,Dec,13,Fri,1076610
2002,Dec,14,Sat,1052275
2002,Dec,15,Sun,855627
2002,Dec,16,Mon,961606
2002,Dec,17,Tue,954312
2002,Dec,18,Wed,965074
2002,Dec,19,Thu,955515
2002,Dec,20,Fri,1051760
2002,Dec,21,Sat,960739
2002,Dec,22,Sun,803901
2002,Dec,23,Mon,968874
2002,Dec,24,Tue,1050391
2002,Dec,25,Wed,1023505
2002,Dec,26,Thu,1007784
2002,Dec,27,Fri,1097598
2002,Dec,28,Sat,928701
2002,Dec,29,Sun,800478
2002,Dec,30,Mon,999815
2002,Dec,31,Tue,1407202
2003,Jan,1,Wed,809993
2003,Jan,2,Thu,953436
2003,Jan,3,Fri,1034559
2003,Jan,4,Sat,896462
2003,Jan,5,Sun,660828
2003,Jan,6,Mon,941606
2003,Jan,7,Tue,919267
2003,Jan,8,Wed,946235
2003,Jan,9,Thu,926067
2003,Jan,10,Fri,1030087
2003,Jan,11,Sat,863828
2003,Jan,12,Sun,684363
2003,Jan,13,Mon,916191
2003,Jan,14,Tue,897101
2003,Jan,15,Wed,937355
2003,Jan,16,Thu,927891
2003,Jan,17,Fri,1082828
2003,Jan,18,Sat,933658
2003,Jan,19,Sun,803746
2003,Jan,20,Mon,1038264
2003,Jan,21,Tue,1002440
2003,Jan,22,Wed,982599
2003,Jan,23,Thu,1013015
2003,Jan,24,Fri,1031372
2003,Jan,25,Sat,928647
2003,Jan,26,Sun,749198
2003,Jan,27,Mon,971746
2003,Jan,28,Tue,1002417
2003,Jan,29,Wed,975001
2003,Jan,30,Thu,842092
2003,Jan,31,Fri,311924
2003,Feb,1, Sat ,579358
2003,Feb,2, Sun ,592424
2003,Feb,3, Mon ,758930
2003,Feb,4, Tue ,647169
2003,Feb,5, Wed ,787745
2003,Feb,6, Thu ,935370
2003,Feb,7, Fri ,1029558
2003,Feb,8, Sat ,853695
2003,Feb,9, Sun ,863439
2003,Feb,10, Mon ,1000991
2003,Feb,11, Tue ,978747
2003,Feb,12, Wed ,989146
2003,Feb,13, Thu ,999503
2003,Feb,14, Fri ,1142022
2003,Feb,15, Sat ,1213819
2003,Feb,16, Sun ,858165
2003,Feb,17, Mon ,989349
2003,Feb,18, Tue ,1010164
2003,Feb,19, Wed ,972718
2003,Feb,20, Thu ,1005174
2003,Feb,21, Fri ,1092591
2003,Feb,22, Sat ,1089697
2003,Feb,23, Sun ,902846
2003,Feb,24, Mon ,960253
2003,Feb,25, Tue ,962254
2003,Feb,26, Wed ,988524
2003,Feb,27, Thu ,1041578
2003,Feb,28, Fri ,996040
2003,Mar,1, Sat ,962738
2003,Mar,2, Sun ,807168
2003,Mar,3, Mon ,942777
2003,Mar,4, Tue ,951048
2003,Mar,5, Wed ,968951
2003,Mar,6, Thu ,961970
2003,Mar,7, Fri ,1057357
2003,Mar,8, Sat ,955342
2003,Mar,9, Sun ,770742
2003,Mar,10, Mon ,971949
2003,Mar,11, Tue ,972802
2003,Mar,12, Wed ,981008
2003,Mar,13, Thu ,964178
2003,Mar,14, Fri ,1075892
2003,Mar,15, Sat ,971787
2003,Mar,16, Sun ,798797
2003,Mar,17, Mon ,953588
2003,Mar,18, Tue ,947911
2003,Mar,19, Wed ,953726
2003,Mar,20, Thu ,971290
2003,Mar,21, Fri ,1057393
2003,Mar,22, Sat ,913124
2003,Mar,23, Sun ,754690
2003,Mar,24, Mon ,947627
2003,Mar,25, Tue ,965062
2003,Mar,26, Wed ,996087
2003,Mar,27, Thu ,955459
2003,Mar,28, Fri ,1024745
2003,Mar,29, Sat ,886019
2003,Mar,30, Sun ,709743
2003,Mar,31, Mon ,889686
2003,Apr,1, Tue ,893292
2003,Apr,2, Wed ,893745
2003,Apr,3, Thu ,880402
2003,Apr,4, Fri ,951210
2003,Apr,5, Sat ,652647
2003,Apr,6, Sun ,663178
2003,Apr,7, Mon ,900693
2003,Apr,8, Tue ,912792
2003,Apr,9, Wed ,902904
2003,Apr,10, Thu ,915466
2003,Apr,11, Fri ,1009230
2003,Apr,12, Sat ,890345
2003,Apr,13, Sun ,739472
2003,Apr,14, Mon ,897654
2003,Apr,15, Tue ,927098
2003,Apr,16, Wed ,938897
2003,Apr,17, Thu ,917024
2003,Apr,18, Fri ,1023084
2003,Apr,19, Sat ,917545
2003,Apr,20, Sun ,760982
2003,Apr,21, Mon ,901200
2003,Apr,22, Tue ,897854
2003,Apr,23, Wed ,919392
2003,Apr,24, Thu ,882163
2003,Apr,25, Fri ,935563
2003,Apr,26, Sat ,733806
2003,Apr,27, Sun ,568466
2003,Apr,28, Mon ,796078
2003,Apr,29, Tue ,786672
2003,Apr,30, Wed ,782315
2003,May,1, Thu ,632545
2003,May,2, Fri ,794575
2003,May,3, Sat ,540798
2003,May,4, Sun ,403194
2003,May,5, Mon ,700911
2003,May,6, Tue ,689919
2003,May,7, Wed ,699145
2003,May,8, Thu ,689685
2003,May,9, Fri ,733202
2003,May,10, Sat ,413864
2003,May,11, Sun ,297953
2003,May,12, Mon ,655880
2003,May,13, Tue ,660313
2003,May,14, Wed ,661726
2003,May,15, Thu ,654705
2003,May,16, Fri ,689372
2003,May,17, Sat ,420764
2003,May,18, Sun ,314982
2003,May,19, Mon ,634787
2003,May,20, Tue ,640219
2003,May,21, Wed ,645685
2003,May,22, Thu ,637623
2003,May,23, Fri ,682360
2003,May,24, Sat ,454981
2003,May,25, Sun ,348818
2003,May,26, Mon ,656552
2003,May,27, Tue ,663209
2003,May,28, Wed ,678691
2003,May,29, Thu ,678476
2003,May,30, Fri ,733645
2003,May,31, Sat ,538451
2003,Jun,1, Sun ,435158
2003,Jun,2, Mon ,701404
2003,Jun,3, Tue ,732698
2003,Jun,4, Wed ,428768
2003,Jun,5, Thu ,728462
2003,Jun,6, Fri ,784805
2003,Jun,7, Sat ,554453
2003,Jun,8, Sun ,470434
2003,Jun,9, Mon ,741966
